uid,domain,rubric_source,n_criteria,n_claims,n_core_claims,n_subquestions,claim_recall,claim_recall_core,grounded_fraction,generic_fraction,unsupported_fraction,subquestion_coverage,mean_criteria_per_claim,n_uncovered_claims,n_criteria_labelled,uncovered_claim_ids,unsupported_criteria,error,_family,n_items,n_responses_scored,n_judge_errors,variants_scored,response_set_fingerprint,score__gold,score__terse_correct,score__missing_step,score__numeric_error,score__right_method_wrong_answer,score__verbose_empty,score__off_topic,margin__terse_correct,margin__missing_step,margin__numeric_error,margin__right_method_wrong_answer,margin__verbose_empty,margin__off_topic,mean_margin,min_margin,rank_acc,rank_credit,n_rank_pairs,n_rank_ties,rank_tie_rate,auc_good_vs_bad,n_auc_pairs_good_vs_bad,auc_credit_good_vs_bad,auc_gold_vs_degraded,n_auc_pairs_gold_vs_degraded,auc_credit_gold_vs_degraded,score_mean,score_std,score_range,hack_verbose,hack_verbose_margin,hack_confident_wrong,hack_confident_wrong_margin,n_degraded,n_saturated,saturation_rate,score_numeric__gold,score_numeric__terse_correct,score_numeric__missing_step,score_numeric__numeric_error,score_numeric__right_method_wrong_answer,score_numeric__verbose_empty,score_numeric__off_topic,margin__terse_correct__numeric,margin__missing_step__numeric,margin__numeric_error__numeric,margin__right_method_wrong_answer__numeric,margin__verbose_empty__numeric,margin__off_topic__numeric,mean_margin__numeric,min_margin__numeric,rank_acc__numeric,rank_credit__numeric,n_rank_pairs__numeric,n_rank_ties__numeric,rank_tie_rate__numeric,auc_good_vs_bad__numeric,n_auc_pairs_good_vs_bad__numeric,auc_credit_good_vs_bad__numeric,auc_gold_vs_degraded__numeric,n_auc_pairs_gold_vs_degraded__numeric,auc_credit_gold_vs_degraded__numeric,score_mean__numeric,score_std__numeric,score_range__numeric,hack_verbose__numeric,hack_verbose_margin__numeric,hack_confident_wrong__numeric,hack_confident_wrong_margin__numeric,n_degraded__numeric,n_saturated__numeric,saturation_rate__numeric,score_unweighted__gold,score_unweighted__terse_correct,score_unweighted__missing_step,score_unweighted__numeric_error,score_unweighted__right_method_wrong_answer,score_unweighted__verbose_empty,score_unweighted__off_topic,margin__terse_correct__unweighted,margin__missing_step__unweighted,margin__numeric_error__unweighted,margin__right_method_wrong_answer__unweighted,margin__verbose_empty__unweighted,margin__off_topic__unweighted,mean_margin__unweighted,min_margin__unweighted,rank_acc__unweighted,rank_credit__unweighted,n_rank_pairs__unweighted,n_rank_ties__unweighted,rank_tie_rate__unweighted,auc_good_vs_bad__unweighted,n_auc_pairs_good_vs_bad__unweighted,auc_credit_good_vs_bad__unweighted,auc_gold_vs_degraded__unweighted,n_auc_pairs_gold_vs_degraded__unweighted,auc_credit_gold_vs_degraded__unweighted,score_mean__unweighted,score_std__unweighted,score_range__unweighted,hack_verbose__unweighted,hack_verbose_margin__unweighted,hack_confident_wrong__unweighted,hack_confident_wrong_margin__unweighted,n_degraded__unweighted,n_saturated__unweighted,saturation_rate__unweighted,n_question_anchors,question_words,reference_words,generic_criterion_rate,generic_rate_permuted,specificity_lift,weight_mass_on_generic_raw,weight_mass_on_generic_paper,mean_anchors_per_criterion,weak_grounding_rate,recyclable_rate,mass_produced_title_rate,max_title_reuse,title_reuse_ge2_rate,subjective_rate,style_rate,subjective_or_style_rate,generic_and_subjective_rate,weight_mass_on_subjective,weight_mass_on_subjective_paper,mean_trigram_overlap_with_reference,criteria_with_ge50pct_trigram_overlap,criteria_with_ge30pct_trigram_overlap,mean_4gram_overlap_with_question,n_generic,n_criteria_scored
sci-17dae775a727,rar_science,agentic,,,,,,,,,,,,,,,,,discriminative,10.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",25130d387b6fd036,1.0,0.12195121951219513,0.9146341463414634,0.4634146341463415,0.878048780487805,0.0,0.0,0.8780487804878049,0.08536585365853655,0.5365853658536586,0.12195121951219501,1.0,1.0,0.6036585365853658,0.08536585365853655,0.825,16.5,20.0,1.0,0.05,0.8333333333333334,12.0,10.0,1.0,6.0,6.0,0.48257839721254353,0.4152412619632464,1.0,0.0,1.0,0.878048780487805,0.12195121951219501,6.0,2.0,0.3333333333333333,1.0,0.12195121951219512,0.9024390243902439,0.4634146341463415,0.8780487804878049,0.0,0.0,0.8780487804878049,0.09756097560975607,0.5365853658536586,0.12195121951219512,1.0,1.0,0.6056910569105691,0.09756097560975607,0.825,16.5,20.0,1.0,0.05,0.8333333333333334,12.0,10.0,1.0,6.0,6.0,0.4808362369337979,0.41344660555237145,1.0,0.0,1.0,0.8780487804878049,0.12195121951219512,6.0,2.0,0.3333333333333333,1.0,0.1,0.9,0.5,0.9,0.0,0.0,0.9,0.09999999999999998,0.5,0.09999999999999998,1.0,1.0,0.6,0.09999999999999998,0.8,16.0,20.0,2.0,0.1,0.7916666666666666,12.0,9.5,1.0,6.0,6.0,0.4857142857142857,0.41893937996043373,1.0,0.0,1.0,0.9,0.09999999999999998,6.0,2.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-17dae775a727,rar_science,agentic-noval,,,,,,,,,,,,,,,,,discriminative,10.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",25130d387b6fd036,0.9204545454545455,0.3409090909090909,0.8409090909090908,0.5795454545454545,0.8863636363636364,0.0,0.0,0.5795454545454546,0.0795454545454547,0.34090909090909105,0.03409090909090917,0.9204545454545455,0.9204545454545455,0.47916666666666674,0.03409090909090917,0.775,15.5,20.0,1.0,0.05,0.75,12.0,9.0,1.0,6.0,6.0,0.5097402597402597,0.37287515732242155,0.9204545454545455,0.0,0.9204545454545455,0.8863636363636364,0.03409090909090917,6.0,2.0,0.3333333333333333,0.9090909090909091,0.3409090909090909,0.8409090909090909,0.5681818181818182,0.8863636363636364,0.0,0.0,0.5681818181818181,0.06818181818181812,0.34090909090909083,0.022727272727272707,0.9090909090909091,0.9090909090909091,0.46969696969696967,0.022727272727272707,0.775,15.5,20.0,1.0,0.05,0.75,12.0,9.0,1.0,6.0,6.0,0.5064935064935064,0.37081276714985023,0.9090909090909091,0.0,0.9090909090909091,0.8863636363636364,0.022727272727272707,6.0,2.0,0.3333333333333333,0.9,0.3,0.8,0.6,0.9,0.0,0.0,0.6000000000000001,0.09999999999999998,0.30000000000000004,0.0,0.9,0.9,0.4666666666666666,0.0,0.75,15.0,20.0,2.0,0.1,0.7083333333333334,12.0,8.5,0.9166666666666666,6.0,5.5,0.5,0.3703280399090206,0.9,0.0,0.9,0.9,0.0,6.0,2.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-c4be6dacb6e4,rar_science,shipped,,,,,,,,,,,,,,,,,discriminative,6.0,6.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'verbose_empty']",20b464331323883b,0.06818181818181819,,0.4545454545454546,0.0,0.2954545454545455,0.840909090909091,0.0,,-0.3863636363636364,0.06818181818181819,-0.22727272727272735,-0.7727272727272728,0.06818181818181819,-0.25000000000000006,-0.7727272727272728,0.5357142857142857,7.5,14.0,1.0,0.07142857142857142,0.625,8.0,5.0,0.4,5.0,2.0,0.27651515151515155,0.3019155632725633,0.840909090909091,0.840909090909091,-0.7727272727272728,0.2954545454545455,-0.22727272727272735,5.0,1.0,0.2,0.11538461538461539,,0.38461538461538464,0.0,0.3076923076923077,0.8076923076923077,0.0,,-0.2692307692307693,0.11538461538461539,-0.19230769230769232,-0.6923076923076923,0.11538461538461539,-0.18461538461538463,-0.6923076923076923,0.5357142857142857,7.5,14.0,1.0,0.07142857142857142,0.625,8.0,5.0,0.4,5.0,2.0,0.2692307692307692,0.2808833628231621,0.8076923076923077,0.8076923076923077,-0.6923076923076923,0.3076923076923077,-0.19230769230769232,5.0,1.0,0.2,0.16666666666666666,,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333334,0.0,,-0.16666666666666666,0.16666666666666666,-0.16666666666666666,-0.6666666666666667,0.16666666666666666,-0.13333333333333336,-0.6666666666666667,0.5,7.0,14.0,2.0,0.14285714285714285,0.5625,8.0,4.5,0.4,5.0,2.0,0.27777777777777773,0.28327886186626583,0.8333333333333334,0.8333333333333334,-0.6666666666666667,0.3333333333333333,-0.16666666666666666,5.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-c4be6dacb6e4,rar_science,baseline,,,,,,,,,,,,,,,,,discriminative,6.0,6.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'verbose_empty']",20b464331323883b,0.6666666666666666,,0.392156862745098,0.3333333333333333,0.196078431372549,0.4705882352941176,0.0,,0.27450980392156865,0.3333333333333333,0.47058823529411764,0.19607843137254904,0.6666666666666666,0.3882352941176471,0.19607843137254904,0.7857142857142857,11.0,14.0,0.0,0.0,0.875,8.0,7.0,1.0,5.0,5.0,0.34313725490196073,0.20927794309261913,0.6666666666666666,0.4705882352941176,0.19607843137254904,0.196078431372549,0.47058823529411764,5.0,0.0,0.0,0.6666666666666666,,0.37037037037037035,0.3333333333333333,0.18518518518518517,0.48148148148148145,0.0,,0.2962962962962963,0.3333333333333333,0.48148148148148145,0.18518518518518517,0.6666666666666666,0.39259259259259255,0.18518518518518517,0.7857142857142857,11.0,14.0,0.0,0.0,0.875,8.0,7.0,1.0,5.0,5.0,0.3395061728395061,0.21105334564541678,0.6666666666666666,0.48148148148148145,0.18518518518518517,0.18518518518518517,0.48148148148148145,5.0,0.0,0.0,0.6666666666666666,,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.0,,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666663,0.6666666666666666,0.3999999999999999,0.16666666666666663,0.75,10.5,14.0,1.0,0.07142857142857142,0.8125,8.0,6.5,1.0,5.0,5.0,0.3333333333333333,0.21516574145596762,0.6666666666666666,0.5,0.16666666666666663,0.16666666666666666,0.5,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-c4be6dacb6e4,rar_science,agentic,,,,,,,,,,,,,,,,,discriminative,6.0,6.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'verbose_empty']",20b464331323883b,1.0,,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.16071428571428573,,0.1785714285714286,0.1785714285714286,0.1785714285714286,0.1785714285714286,0.8392857142857143,0.3107142857142858,0.1785714285714286,0.8214285714285714,11.5,14.0,5.0,0.35714285714285715,0.8125,8.0,6.5,1.0,5.0,5.0,0.7410714285714285,0.2676090120555235,0.8392857142857143,0.8214285714285714,0.1785714285714286,0.8214285714285714,0.1785714285714286,5.0,4.0,0.8,1.0,,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,0.08695652173913043,,0.21739130434782605,0.21739130434782605,0.21739130434782605,0.21739130434782605,0.9130434782608696,0.3565217391304348,0.21739130434782605,0.8214285714285714,11.5,14.0,5.0,0.35714285714285715,0.8125,8.0,6.5,1.0,5.0,5.0,0.7028985507246377,0.28666725282394906,0.9130434782608696,0.782608695652174,0.21739130434782605,0.782608695652174,0.21739130434782605,5.0,0.0,0.0,1.0,,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.16666666666666666,,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.8333333333333334,0.3,0.16666666666666663,0.8214285714285714,11.5,14.0,5.0,0.35714285714285715,0.8125,8.0,6.5,1.0,5.0,5.0,0.7500000000000001,0.2678791878053599,0.8333333333333334,0.8333333333333334,0.16666666666666663,0.8333333333333334,0.16666666666666663,5.0,4.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-c4be6dacb6e4,rar_science,agentic-noval,,,,,,,,,,,,,,,,,discriminative,6.0,6.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'verbose_empty']",20b464331323883b,0.3333333333333333,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.0,,0.16666666666666666,0.16666666666666666,0.16666666666666666,-0.16666666666666669,0.3333333333333333,0.13333333333333333,-0.16666666666666669,0.6428571428571429,9.0,14.0,2.0,0.14285714285714285,0.625,8.0,5.0,0.8,5.0,4.0,0.2222222222222222,0.15713484026367722,0.5,0.5,-0.16666666666666669,0.16666666666666666,0.16666666666666666,5.0,0.0,0.0,0.3333333333333333,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.0,,0.16666666666666666,0.16666666666666666,0.16666666666666666,-0.16666666666666669,0.3333333333333333,0.13333333333333333,-0.16666666666666669,0.6428571428571429,9.0,14.0,2.0,0.14285714285714285,0.625,8.0,5.0,0.8,5.0,4.0,0.2222222222222222,0.15713484026367722,0.5,0.5,-0.16666666666666669,0.16666666666666666,0.16666666666666666,5.0,0.0,0.0,0.3333333333333333,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.0,,0.16666666666666666,0.16666666666666666,0.16666666666666666,-0.16666666666666669,0.3333333333333333,0.13333333333333333,-0.16666666666666669,0.6428571428571429,9.0,14.0,2.0,0.14285714285714285,0.625,8.0,5.0,0.8,5.0,4.0,0.2222222222222222,0.15713484026367722,0.5,0.5,-0.16666666666666669,0.16666666666666666,0.16666666666666666,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-ccaad0e5349f,rar_science,shipped,,,,,,,,,,,,,,,,,discriminative,7.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",a9fe2d1ab45f5e38,1.0,0.13207547169811318,0.6981132075471698,0.5094339622641508,0.5471698113207546,0.3018867924528302,0.0,0.8679245283018868,0.30188679245283023,0.49056603773584917,0.4528301886792454,0.6981132075471699,1.0,0.6352201257861636,0.30188679245283023,0.8,16.0,20.0,0.0,0.0,0.75,12.0,9.0,1.0,6.0,6.0,0.45552560646900264,0.3167545993622121,1.0,0.3018867924528302,0.6981132075471699,0.5471698113207546,0.4528301886792454,6.0,0.0,0.0,1.0,0.18518518518518517,0.8148148148148148,0.5925925925925926,0.48148148148148145,0.18518518518518517,0.0,0.8148148148148149,0.18518518518518523,0.40740740740740744,0.5185185185185186,0.8148148148148149,1.0,0.6234567901234568,0.18518518518518523,0.825,16.5,20.0,1.0,0.05,0.7916666666666666,12.0,9.5,1.0,6.0,6.0,0.4656084656084656,0.33763081764113895,1.0,0.18518518518518517,0.8148148148148149,0.48148148148148145,0.5185185185185186,6.0,1.0,0.16666666666666666,1.0,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.0,0.8571428571428572,0.2857142857142857,0.4285714285714286,0.4285714285714286,0.7142857142857143,1.0,0.6190476190476191,0.2857142857142857,0.8,16.0,20.0,0.0,0.0,0.75,12.0,9.0,1.0,6.0,6.0,0.4693877551020408,0.321388076490278,1.0,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.4285714285714286,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-ccaad0e5349f,rar_science,baseline,,,,,,,,,,,,,,,,,discriminative,7.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",a9fe2d1ab45f5e38,1.0,0.0,0.7014925373134329,0.5522388059701493,0.5522388059701493,0.1044776119402985,0.0,1.0,0.29850746268656714,0.4477611940298507,0.4477611940298507,0.8955223880597015,1.0,0.681592039800995,0.29850746268656714,0.775,15.5,20.0,1.0,0.05,0.7083333333333334,12.0,8.5,1.0,6.0,6.0,0.41577825159914716,0.35913425015125955,1.0,0.1044776119402985,0.8955223880597015,0.5522388059701493,0.4477611940298507,6.0,0.0,0.0,1.0,0.0,0.6774193548387096,0.5806451612903226,0.5483870967741935,0.12903225806451613,0.0,1.0,0.32258064516129037,0.4193548387096774,0.4516129032258065,0.8709677419354839,1.0,0.6774193548387096,0.32258064516129037,0.775,15.5,20.0,1.0,0.05,0.7083333333333334,12.0,8.5,1.0,6.0,6.0,0.4193548387096774,0.35504811583886126,1.0,0.12903225806451613,0.8709677419354839,0.5483870967741935,0.4516129032258065,6.0,0.0,0.0,1.0,0.0,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.0,1.0,0.2857142857142857,0.4285714285714286,0.4285714285714286,0.8571428571428572,1.0,0.6666666666666666,0.2857142857142857,0.775,15.5,20.0,1.0,0.05,0.7083333333333334,12.0,8.5,1.0,6.0,6.0,0.4285714285714285,0.3581618117302907,1.0,0.14285714285714285,0.8571428571428572,0.5714285714285714,0.4285714285714286,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-ccaad0e5349f,rar_science,agentic,,,,,,,,,,,,,,,,,discriminative,7.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",a9fe2d1ab45f5e38,1.0,0.1724137931034483,0.7586206896551725,0.3620689655172413,0.3620689655172413,0.0,0.0,0.8275862068965517,0.2413793103448275,0.6379310344827587,0.6379310344827587,1.0,1.0,0.7241379310344828,0.2413793103448275,0.825,16.5,20.0,1.0,0.05,0.8333333333333334,12.0,10.0,1.0,6.0,6.0,0.3793103448275862,0.3505679829228363,1.0,0.0,1.0,0.3620689655172413,0.6379310344827587,6.0,0.0,0.0,1.0,0.1724137931034483,0.7586206896551724,0.3448275862068966,0.3448275862068966,0.0,0.0,0.8275862068965517,0.24137931034482762,0.6551724137931034,0.6551724137931034,1.0,1.0,0.7298850574712644,0.24137931034482762,0.825,16.5,20.0,1.0,0.05,0.8333333333333334,12.0,10.0,1.0,6.0,6.0,0.37438423645320196,0.35089662696567736,1.0,0.0,1.0,0.3448275862068966,0.6551724137931034,6.0,0.0,0.0,1.0,0.14285714285714285,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.0,0.0,0.8571428571428572,0.2857142857142857,0.5714285714285714,0.5714285714285714,1.0,1.0,0.7142857142857143,0.2857142857142857,0.825,16.5,20.0,1.0,0.05,0.8333333333333334,12.0,10.0,1.0,6.0,6.0,0.38775510204081626,0.34753849726380415,1.0,0.0,1.0,0.42857142857142855,0.5714285714285714,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-ccaad0e5349f,rar_science,agentic-noval,,,,,,,,,,,,,,,,,discriminative,7.0,7.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'terse_correct', 'verbose_empty']",a9fe2d1ab45f5e38,0.8275862068965517,0.1724137931034483,0.6379310344827587,0.3620689655172413,0.5344827586206896,0.0,0.0,0.6551724137931034,0.18965517241379304,0.4655172413793104,0.2931034482758621,0.8275862068965517,0.8275862068965517,0.543103448275862,0.18965517241379304,0.825,16.5,20.0,1.0,0.05,0.8333333333333334,12.0,10.0,1.0,6.0,6.0,0.3620689655172414,0.29777500019127906,0.8275862068965517,0.0,0.8275862068965517,0.5344827586206896,0.2931034482758621,6.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.6333333333333333,0.36666666666666664,0.5333333333333333,0.0,0.0,0.6666666666666667,0.20000000000000007,0.46666666666666673,0.30000000000000004,0.8333333333333334,0.8333333333333334,0.55,0.20000000000000007,0.825,16.5,20.0,1.0,0.05,0.8333333333333334,12.0,10.0,1.0,6.0,6.0,0.3619047619047619,0.298901996694766,0.8333333333333334,0.0,0.8333333333333334,0.5333333333333333,0.30000000000000004,6.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.0,0.0,0.7142857142857142,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.8,16.0,20.0,2.0,0.1,0.7916666666666666,12.0,9.5,1.0,6.0,6.0,0.36734693877551017,0.3040747841990069,0.8571428571428571,0.0,0.8571428571428571,0.5714285714285714,0.2857142857142857,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-a5f02f9ed096,rar_science,shipped,,,,,,,,,,,,,,,,,discriminative,7.0,6.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'verbose_empty']",03efabe24f122983,0.18867924528301885,,0.05660377358490565,0.2452830188679245,0.622641509433962,0.4339622641509433,0.16981132075471697,,0.1320754716981132,-0.05660377358490565,-0.4339622641509432,-0.24528301886792445,0.018867924528301883,-0.11698113207547164,-0.4339622641509432,0.42857142857142855,6.0,14.0,0.0,0.0,0.125,8.0,1.0,0.4,5.0,2.0,0.28616352201257855,0.18818068302361227,0.5660377358490564,0.4339622641509433,-0.24528301886792445,0.622641509433962,-0.4339622641509432,5.0,0.0,0.0,0.19230769230769232,,0.11538461538461539,0.3076923076923077,0.6153846153846154,0.34615384615384615,0.038461538461538464,,0.07692307692307693,-0.11538461538461539,-0.42307692307692313,-0.15384615384615383,0.15384615384615385,-0.09230769230769231,-0.42307692307692313,0.5,7.0,14.0,0.0,0.0,0.25,8.0,2.0,0.4,5.0,2.0,0.2692307692307693,0.18710922460674903,0.576923076923077,0.34615384615384615,-0.15384615384615383,0.6153846153846154,-0.42307692307692313,5.0,0.0,0.0,0.14285714285714285,,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.42857142857142855,0.14285714285714285,,0.0,-0.14285714285714285,-0.5714285714285714,-0.2857142857142857,0.0,-0.19999999999999998,-0.5714285714285714,0.39285714285714285,5.5,14.0,3.0,0.21428571428571427,0.125,8.0,1.0,0.2,5.0,1.0,0.3095238095238095,0.20892772350933625,0.5714285714285714,0.42857142857142855,-0.2857142857142857,0.7142857142857143,-0.5714285714285714,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-a5f02f9ed096,rar_science,baseline,,,,,,,,,,,,,,,,,discriminative,7.0,6.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'verbose_empty']",03efabe24f122983,0.0,,0.0,0.0,0.6296296296296297,0.12962962962962962,0.0,,0.0,0.0,-0.6296296296296297,-0.12962962962962962,0.0,-0.15185185185185185,-0.6296296296296297,0.42857142857142855,6.0,14.0,6.0,0.42857142857142855,0.25,8.0,2.0,0.3,5.0,1.5,0.12654320987654322,0.2299123773637493,0.6296296296296297,0.12962962962962962,-0.12962962962962962,0.6296296296296297,-0.6296296296296297,5.0,0.0,0.0,0.0,,0.0,0.0,0.6071428571428571,0.10714285714285714,0.0,,0.0,0.0,-0.6071428571428571,-0.10714285714285714,0.0,-0.14285714285714285,-0.6071428571428571,0.42857142857142855,6.0,14.0,6.0,0.42857142857142855,0.25,8.0,2.0,0.3,5.0,1.5,0.11904761904761903,0.22176114297853758,0.6071428571428571,0.10714285714285714,-0.10714285714285714,0.6071428571428571,-0.6071428571428571,5.0,0.0,0.0,0.0,,0.0,0.0,0.5714285714285714,0.14285714285714285,0.0,,0.0,0.0,-0.5714285714285714,-0.14285714285714285,0.0,-0.14285714285714285,-0.5714285714285714,0.42857142857142855,6.0,14.0,6.0,0.42857142857142855,0.25,8.0,2.0,0.3,5.0,1.5,0.11904761904761903,0.20892772350933625,0.5714285714285714,0.14285714285714285,-0.14285714285714285,0.5714285714285714,-0.5714285714285714,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-a5f02f9ed096,rar_science,agentic,,,,,,,,,,,,,,,,,discriminative,7.0,6.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'verbose_empty']",03efabe24f122983,0.8888888888888888,,0.6825396825396826,0.6190476190476191,0.38095238095238093,0.38095238095238093,0.14285714285714288,,0.20634920634920628,0.26984126984126977,0.5079365079365079,0.5079365079365079,0.7460317460317459,0.4476190476190475,0.20634920634920628,0.9642857142857143,13.5,14.0,1.0,0.07142857142857142,1.0,8.0,8.0,1.0,5.0,5.0,0.5158730158730159,0.242594179312,0.7460317460317459,0.38095238095238093,0.5079365079365079,0.38095238095238093,0.5079365079365079,5.0,0.0,0.0,0.92,,0.6,0.64,0.36,0.36,0.08,,0.32000000000000006,0.28,0.56,0.56,0.8400000000000001,0.5120000000000001,0.28,0.8928571428571429,12.5,14.0,1.0,0.07142857142857142,0.875,8.0,7.0,1.0,5.0,5.0,0.49333333333333335,0.26499475885802387,0.8400000000000001,0.36,0.56,0.36,0.56,5.0,0.0,0.0,0.8571428571428571,,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.14285714285714285,,0.1428571428571428,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.7142857142857142,0.39999999999999997,0.1428571428571428,0.9642857142857143,13.5,14.0,1.0,0.07142857142857142,1.0,8.0,8.0,1.0,5.0,5.0,0.5238095238095237,0.22837292968155806,0.7142857142857142,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
sci-a5f02f9ed096,rar_science,agentic-noval,,,,,,,,,,,,,,,,,discriminative,7.0,6.0,0.0,"['gold', 'missing_step', 'numeric_error', 'off_topic', 'right_method_wrong_answer', 'verbose_empty']",03efabe24f122983,0.0,,0.0,0.0,0.5344827586206895,0.17241379310344826,0.0,,0.0,0.0,-0.5344827586206895,-0.17241379310344826,0.0,-0.14137931034482756,-0.5344827586206895,0.42857142857142855,6.0,14.0,6.0,0.42857142857142855,0.25,8.0,2.0,0.3,5.0,1.5,0.11781609195402297,0.19668695354767354,0.5344827586206895,0.17241379310344826,-0.17241379310344826,0.5344827586206895,-0.5344827586206895,5.0,0.0,0.0,0.0,,0.0,0.0,0.5333333333333333,0.16666666666666666,0.0,,0.0,0.0,-0.5333333333333333,-0.16666666666666666,0.0,-0.13999999999999999,-0.5333333333333333,0.42857142857142855,6.0,14.0,6.0,0.42857142857142855,0.25,8.0,2.0,0.3,5.0,1.5,0.11666666666666665,0.19602531960419278,0.5333333333333333,0.16666666666666666,-0.16666666666666666,0.5333333333333333,-0.5333333333333333,5.0,0.0,0.0,0.0,,0.0,0.0,0.5714285714285714,0.14285714285714285,0.0,,0.0,0.0,-0.5714285714285714,-0.14285714285714285,0.0,-0.14285714285714285,-0.5714285714285714,0.42857142857142855,6.0,14.0,6.0,0.42857142857142855,0.25,8.0,2.0,0.3,5.0,1.5,0.11904761904761903,0.20892772350933625,0.5714285714285714,0.14285714285714285,-0.14285714285714285,0.5714285714285714,-0.5714285714285714,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
